text	domain	intent	target
alarm. set timer	ALARM	set_timer	alarm. set timer
other. other	OTHER	other	other. other
play Piano Jazz.	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
set an alarm for 25 minutes.	ALARM	set_alarm	alarm. set alarm
media control. play media	MEDIACONTROL	play_media	media control. play media
play itsy bitsy spider.	MEDIACONTROL	play_media	media control. play media
set timer for 22 minutes.	ALARM	set_timer	alarm. set timer
cancel please.	COMMON	cancel	common. cancel
what's the temperature gonna be like tomorrow?	WEATHER	weather_default	weather. weather default
media control. skip back	MEDIACONTROL	skip_back	media control. skip back
turn the lights.	HOMEAUTOMATION	set_device	home automation. set device
play toby keith.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
play Steve Aoki.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
quit.	COMMON	cancel	common. cancel
media control. play media	MEDIACONTROL	play_media	media control. play media
where is Alexa?	OTHER	other	other. other
other. other	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
cancer.	OTHER	other	other. other
play rodrigo y gabriela.	MEDIACONTROL	play_media	media control. play media
what temperature outside?	WEATHER	weather_default	weather. weather default
play iheartchristmas.	MEDIACONTROL	play_media	media control. play media
can you play jazz music?	MEDIACONTROL	play_media	media control. play media
play jesus adrian romero.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
common. stop	COMMON	stop	common. stop
play Lofi Hip Hop.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
play Martin garrix.	MEDIACONTROL	play_media	media control. play media
no thanks.	COMMON	reject	common. reject
8 minute timer.	ALARM	set_timer	alarm. set timer
turn off lisa's lamp.	HOMEAUTOMATION	turn_off	home automation. turn off
alarm. set timer	ALARM	set_timer	alarm. set timer
media control. play media	MEDIACONTROL	play_media	media control. play media
play music by chevelle.	MEDIACONTROL	play_media	media control. play media
home automation. set device	HOMEAUTOMATION	set_device	home automation. set device
media control. play media	MEDIACONTROL	play_media	media control. play media
play soothing music.	MEDIACONTROL	play_media	media control. play media
play santana.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
play disney descendants 2 music.	MEDIACONTROL	play_media	media control. play media
weather. weather default	WEATHER	weather_default	weather. weather default
start timer for 10 minutes.	ALARM	set_timer	alarm. set timer
play bad at love by halsey.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
play relaxing jazz music.	MEDIACONTROL	play_media	media control. play media
what's the traffic like to work?	PLACES	places_default	places. places default
media control. volume down	MEDIACONTROL	volume_down	media control. volume down
play halloween.	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
other. other	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
wake me at 6:30.	ALARM	set_alarm	alarm. set alarm
home automation. turn off	HOMEAUTOMATION	turn_off	home automation. turn off
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
media control. play media	MEDIACONTROL	play_media	media control. play media
home automation. turn off	HOMEAUTOMATION	turn_off	home automation. turn off
play lily allen.	MEDIACONTROL	play_media	media control. play media
what radio station is this?	MEDIACONTROL	mediacontrol_other	media control. mediacontrol other
play smile fm radio.	MEDIACONTROL	play_media	media control. play media
play hamilton soundtrack.	MEDIACONTROL	play_media	media control. play media
open word.	ONDEVICE	open_application	on device. open application
on device. close application	ONDEVICE	close_application	on device. close application
hey google.	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
play we are the world.	MEDIACONTROL	play_media	media control. play media
play justin bieber.	MEDIACONTROL	play_media	media control. play media
play anita baker.	MEDIACONTROL	play_media	media control. play media
home automation. turn on	HOMEAUTOMATION	turn_on	home automation. turn on
media control. play media	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
turn on bedroom1.	HOMEAUTOMATION	turn_on	home automation. turn on
stop radio.	MEDIACONTROL	stop	media control. stop
other. other	OTHER	other	other. other
other. other	OTHER	other	other. other
i'm saying.	OTHER	other	other. other
alarm. find alarm	ALARM	find_alarm	alarm. find alarm
turn off flashlight.	ONDEVICE	turn_off_setting	on device. turn off setting
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
how are?	OTHER	other	other. other
play 22 by taylor swift.	MEDIACONTROL	play_media	media control. play media
play kidz bop kids.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
can you sing a song?	OTHER	other	other. other
other. other	OTHER	other	other. other
play Above and Beyond.	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
play the music.	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
tell me a christmas story.	OTHER	other	other. other
add this song to my favorites.	MEDIACONTROL	mediacontrol_other	media control. mediacontrol other
note. add to note	NOTE	add_to_note	note. add to note
media control. play media	MEDIACONTROL	play_media	media control. play media
turn that off.	OTHERSKILL	otherskill_default	other skill. otherskill default
ah.	OTHER	other	other. other
how do i reset you?	OTHERSKILL	otherskill_default	other skill. otherskill default
media control. play media	MEDIACONTROL	play_media	media control. play media
turn on office lamp.	HOMEAUTOMATION	turn_on	home automation. turn on
play Hey Jude.	MEDIACONTROL	play_media	media control. play media
home automation. turn off	HOMEAUTOMATION	turn_off	home automation. turn off
media control. mediacontrol other	MEDIACONTROL	mediacontrol_other	media control. mediacontrol other
play the macarena.	MEDIACONTROL	play_media	media control. play media
play sad music.	MEDIACONTROL	play_media	media control. play media
play have a great day.	MEDIACONTROL	play_media	media control. play media
weather. weather default	WEATHER	weather_default	weather. weather default
on device. open application	ONDEVICE	open_application	on device. open application
media control. play media	MEDIACONTROL	play_media	media control. play media
put on some christmas music.	MEDIACONTROL	play_media	media control. play media
play last Christmas.	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
media control. play media	MEDIACONTROL	play_media	media control. play media
play narcos by migos.	MEDIACONTROL	play_media	media control. play media
kitchen lights on.	HOMEAUTOMATION	turn_on	home automation. turn on
note. create note	NOTE	create_note	note. create note
do i have any meetings tomorrow?	CALENDAR	find_calendar_entry	calendar. find calendar entry
play yes.	MEDIACONTROL	play_media	media control. play media
weather. weather default	WEATHER	weather_default	weather. weather default
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
ignore it.	COMMUNICATION	ignore_incoming	communication. ignore incoming
media control. play media	MEDIACONTROL	play_media	media control. play media
turn the living room lights off.	HOMEAUTOMATION	turn_off	home automation. turn off
lowe's.	OTHER	other	other. other
living room lights off.	HOMEAUTOMATION	turn_off	home automation. turn off
media control. play media	MEDIACONTROL	play_media	media control. play media
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
factory reset.	OTHER	other	other. other
common. stop	COMMON	stop	common. stop
play ask.	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
weather. weather default	WEATHER	weather_default	weather. weather default
media control. play media	MEDIACONTROL	play_media	media control. play media
other. other	OTHER	other	other. other
media control. play media	MEDIACONTROL	play_media	media control. play media
play the eagles greatest hits.	MEDIACONTROL	play_media	media control. play media
please set the alarm for 5 am.	ALARM	set_alarm	alarm. set alarm
other. other	OTHER	other	other. other
home automation. turn off	HOMEAUTOMATION	turn_off	home automation. turn off
media control. play media	MEDIACONTROL	play_media	media control. play media
play contemporary jazz.	MEDIACONTROL	play_media	media control. play media
what's traffic like?	PLACES	places_default	places. places default
alarm. set alarm	ALARM	set_alarm	alarm. set alarm
turn off torrance's room.	HOMEAUTOMATION	turn_off	home automation. turn off
