text	domain	intent	target
turn on brad's lamp.	HOMEAUTOMATION	turn_on	home automation. turn on
what's the weather in los angeles?	WEATHER	weather_default	weather. weather default
play kiss 95.1.	MEDIACONTROL	play_media	media control. play media
play sound of silence.	MEDIACONTROL	play_media	media control. play media
last night.	OTHER	other	other. other
set alarm for 7 minutes.	ALARM	set_alarm	alarm. set alarm
play Glen Campbell.	MEDIACONTROL	play_media	media control. play media
set alarm for 4:50 pm.	ALARM	set_alarm	alarm. set alarm
set my alarm for 1 PM.	ALARM	set_alarm	alarm. set alarm
alarm at 7.	ALARM	set_alarm	alarm. set alarm
play justin moore.	MEDIACONTROL	play_media	media control. play media
alarm for 5 AM.	ALARM	set_alarm	alarm. set alarm
volume 65.	MEDIACONTROL	set_volume	media control. set volume
play edward sharpe and the magnetic zeros.	MEDIACONTROL	play_media	media control. play media
play asap ferg.	MEDIACONTROL	play_media	media control. play media
play 92.9 the game.	MEDIACONTROL	play_media	media control. play media
play 12 days of christmas.	MEDIACONTROL	play_media	media control. play media
what's on tv?	OTHER	other	other. other
dude.	OTHER	other	other. other
turn on workstation light.	HOMEAUTOMATION	turn_on	home automation. turn on
play classical music on tunein.	MEDIACONTROL	play_media	media control. play media
play john sebastian.	MEDIACONTROL	play_media	media control. play media
play kmoj radio.	MEDIACONTROL	play_media	media control. play media
play Rick Ross.	MEDIACONTROL	play_media	media control. play media
play radio fiesta.	MEDIACONTROL	play_media	media control. play media
play wuwf.	MEDIACONTROL	play_media	media control. play media
turn on the living room lamps.	HOMEAUTOMATION	turn_on	home automation. turn on
what's the forecast for sunday?	WEATHER	weather_default	weather. weather default
can you play chris tomlin?	MEDIACONTROL	play_media	media control. play media
play audrey assad.	MEDIACONTROL	play_media	media control. play media
play rise up.	MEDIACONTROL	play_media	media control. play media
play z100 radio.	MEDIACONTROL	play_media	media control. play media
play music by zoe keating.	MEDIACONTROL	play_media	media control. play media
disconnect from my phone.	ONDEVICE	ondevice_other	on device. ondevice other
set volume at 20%.	MEDIACONTROL	set_volume	media control. set volume
turn on lights on.	HOMEAUTOMATION	turn_on	home automation. turn on
play congratulations.	MEDIACONTROL	play_media	media control. play media
play brown noise.	MEDIACONTROL	play_media	media control. play media
set the mood.	OTHER	other	other. other
play audiomachine.	MEDIACONTROL	play_media	media control. play media
play some oldies but goodies.	MEDIACONTROL	play_media	media control. play media
play kpbs-fm.	MEDIACONTROL	play_media	media control. play media
how is the weather for today?	WEATHER	weather_default	weather. weather default
my sister.	OTHER	other	other. other
resume playing music on spotify.	MEDIACONTROL	resume	media control. resume
i'm saying.	OTHER	other	other. other
come.	OTHER	other	other. other
play baby lullaby playlist.	MEDIACONTROL	play_media	media control. play media
play fallout boys.	MEDIACONTROL	play_media	media control. play media
play perfect circle.	MEDIACONTROL	play_media	media control. play media
who sang?	OTHER	other	other. other
suck my balls.	OTHER	other	other. other
play xmas music.	MEDIACONTROL	play_media	media control. play media
play teresa teng.	MEDIACONTROL	play_media	media control. play media
what's the time today?	OTHER	other	other. other
play midland.	MEDIACONTROL	play_media	media control. play media
set an alarm for 8 am tomorrow morning.	ALARM	set_alarm	alarm. set alarm
play headline news.	MEDIACONTROL	play_news	media control. play news
play hippo campus.	MEDIACONTROL	play_media	media control. play media
what's my capital one balance?	OTHER	other	other. other
light.	OTHER	other	other. other
play josh groban christmas music.	MEDIACONTROL	play_media	media control. play media
can you wake me up at 7 am ?	ALARM	set_alarm	alarm. set alarm
play MercyMe on iheartradio.	MEDIACONTROL	play_media	media control. play media
play wiggle.	MEDIACONTROL	play_media	media control. play media
hey cortana turn down.	MEDIACONTROL	volume_down	media control. volume down
play dark horse by katy perry.	MEDIACONTROL	play_media	media control. play media
kill me.	OTHER	other	other. other
set time.	ONDEVICE	open_setting	on device. open setting
turn off the black lamp.	HOMEAUTOMATION	turn_off	home automation. turn off
turn off sitting room.	HOMEAUTOMATION	turn_off	home automation. turn off
set the temperature to 73.	HOMEAUTOMATION	set_device	home automation. set device
turn off power.	ONDEVICE	power_off	on device. power off
david.	OTHER	other	other. other
do i need an umbrella tomorrow?	WEATHER	weather_default	weather. weather default
snooze for one hour.	ALARM	snooze	alarm. snooze
what is the weather report for tomorrow?	WEATHER	weather_default	weather. weather default
how much snow are we getting tomorrow?	WEATHER	weather_default	weather. weather default
what time is it in paris?	OTHER	other	other. other
set up alarm clock for 8 am.	ALARM	set_alarm	alarm. set alarm
play holiday christmas music.	MEDIACONTROL	play_media	media control. play media
play kesha praying.	MEDIACONTROL	play_media	media control. play media
hey cortana go to sleep.	ONDEVICE	sleep	on device. sleep
play w radio.	MEDIACONTROL	play_media	media control. play media
what's the weather like out there?	WEATHER	weather_default	weather. weather default
play abigail beecher by freddy cannon.	MEDIACONTROL	play_media	media control. play media
play some old time rock and roll music.	MEDIACONTROL	play_media	media control. play media
play bollywood top 50.	MEDIACONTROL	play_media	media control. play media
play the mountain by 3 days grace.	MEDIACONTROL	play_media	media control. play media
play jimmy eat world.	MEDIACONTROL	play_media	media control. play media
play some merle haggard.	MEDIACONTROL	play_media	media control. play media
play charles mingus.	MEDIACONTROL	play_media	media control. play media
play star 94.5.	MEDIACONTROL	play_media	media control. play media
play cheap thrills by sia.	MEDIACONTROL	play_media	media control. play media
turn the temperature down.	HOMEAUTOMATION	turn_down	home automation. turn down
play some heavy metal music.	MEDIACONTROL	play_media	media control. play media
play scandroid.	MEDIACONTROL	play_media	media control. play media
call donna.	COMMUNICATION	make_call	communication. make call
play shooting stars.	MEDIACONTROL	play_media	media control. play media
play zz ward.	MEDIACONTROL	play_media	media control. play media
who's your father?	OTHER	other	other. other
play old school r&b.	MEDIACONTROL	play_media	media control. play media
play 7 years old.	MEDIACONTROL	play_media	media control. play media
play with.	MEDIACONTROL	play	media control. play
play young.	MEDIACONTROL	play_media	media control. play media
what's the price of a bitcoin?	OTHER	other	other. other
please set the alarm for 5 am.	ALARM	set_alarm	alarm. set alarm
call vanessa powell.	COMMUNICATION	make_call	communication. make call
volume all the way up.	MEDIACONTROL	volume_up	media control. volume up
play death of a bachelor.	MEDIACONTROL	play_media	media control. play media
play tell me you love me by demi lovato.	MEDIACONTROL	play_media	media control. play media
how long is my timer?	ALARM	time_remaining	alarm. time remaining
turn the bathroom light off.	HOMEAUTOMATION	turn_off	home automation. turn off
factory reset.	OTHER	other	other. other
play david lanz.	MEDIACONTROL	play_media	media control. play media
ask my weather station for the latest weather.	OTHER	other	other. other
play pat metheny.	MEDIACONTROL	play_media	media control. play media
set an alarm for 6:25 am.	ALARM	set_alarm	alarm. set alarm
tune into 77 wabc on iheartradio.	MEDIACONTROL	play_media	media control. play media
try.	OTHER	other	other. other
thank you so much.	OTHER	other	other. other
it is.	OTHER	other	other. other
play radio coffee shop.	MEDIACONTROL	play_media	media control. play media
play one week.	MEDIACONTROL	play_media	media control. play media
set an alarm for 5:45 tomorrow morning.	ALARM	set_alarm	alarm. set alarm
play december 2017.	MEDIACONTROL	play_media	media control. play media
stream radio paradise on tunein.	MEDIACONTROL	play_media	media control. play media
play maroon 5 radio.	MEDIACONTROL	play_media	media control. play media
play never gonna let you down by colbie caillat.	MEDIACONTROL	play_media	media control. play media
sync bluetooth.	ONDEVICE	pair_device	on device. pair device
are you set up?	OTHER	other	other. other
play mannheim steamroller christmas.	MEDIACONTROL	play_media	media control. play media
play eagles radio.	MEDIACONTROL	play_media	media control. play media
meeting.	CALENDAR	create_calendar_entry	calendar. create calendar entry
for me.	OTHER	other	other. other
100% volume.	MEDIACONTROL	set_volume	media control. set volume
can you play some christmas songs?	MEDIACONTROL	play_media	media control. play media
can you play black eyed peas pump it?	MEDIACONTROL	play_media	media control. play media
play world.	MEDIACONTROL	play_media	media control. play media
play ludwig van beethoven.	MEDIACONTROL	play_media	media control. play media
what did you do today?	OTHER	other	other. other
turn on chandelier.	HOMEAUTOMATION	turn_on	home automation. turn on
play hunter hayes.	MEDIACONTROL	play_media	media control. play media
play the head on radio network.	MEDIACONTROL	play_media	media control. play media
what's the temperature in edison new jersey right now?	WEATHER	weather_default	weather. weather default
repeat the previous song.	MEDIACONTROL	repeat	media control. repeat
my cell phone.	OTHER	other	other. other
play broadway musicals.	MEDIACONTROL	play_media	media control. play media
volume up 3.	MEDIACONTROL	volume_up	media control. volume up
play 80s pop hits.	MEDIACONTROL	play_media	media control. play media
volume to 1%.	MEDIACONTROL	set_volume	media control. set volume
play iheartradio smooth jazz.	MEDIACONTROL	play_media	media control. play media
play renegade by styx.	MEDIACONTROL	play_media	media control. play media
chocolate.	OTHER	other	other. other
hey there.	OTHERSKILL	otherskill_default	other skill. otherskill default
hey cortana what's the weather like outside.	WEATHER	weather_default	weather. weather default
call mike.	COMMUNICATION	make_call	communication. make call
what's my calendar?	CALENDAR	find_calendar_entry	calendar. find calendar entry
play rfi monde on tunein.	MEDIACONTROL	play_media	media control. play media
play swagger.	MEDIACONTROL	play_media	media control. play media
inspirational quote.	OTHER	other	other. other
play 80s country.	MEDIACONTROL	play_media	media control. play media
set timer for 38 minutes.	ALARM	set_timer	alarm. set timer
play strip that down.	MEDIACONTROL	play_media	media control. play media
set an alarm for one minute.	ALARM	set_alarm	alarm. set alarm
play soft jazz music.	MEDIACONTROL	play_media	media control. play media
when is my first meeting tomorrow?	CALENDAR	find_calendar_when	calendar. find calendar when
cortana next song.	MEDIACONTROL	skip_forward	media control. skip forward
play some avril lavigne.	MEDIACONTROL	play_media	media control. play media
what will the weather be like today in sammamish?	WEATHER	weather_default	weather. weather default
launch ghost detector.	ONDEVICE	open_application	on device. open application
play michael buble on spotify.	MEDIACONTROL	play_media	media control. play media
